game_id,sport,season,week,home_team,away_team,network,conference,location_type,location_city,location_state,is_rivalry,is_ranked_matchup,is_prime_time,viewership_millions,avg_viewers,is_estimate,game_date,gender,opponent,source_sheet
AZ-tennis-2024-0514,tennis,2024,32,Arizona,St. Johns,PlaySight,Non-Conference,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-03-07,Mens,St. Johns,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0515,tennis,2024,32,Arizona,Northern Arizona,PlaySight,Non-Conference,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-03-07,Mens,Northern Arizona,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0516,tennis,2024,32,Arizona,Tulsa,PlaySight,Non-Conference,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-03-09,Mens,Tulsa,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0522,tennis,2024,35,Arizona,Oklahoma State,PlaySight,Big 12,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-03-28,Mens,Oklahoma State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0523,tennis,2024,35,Arizona,Texas Tech,PlaySight,Big 12,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-03-30,Mens,Texas Tech,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0524,tennis,2024,36,Arizona,Utah,PlaySight,Big 12,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-04-03,Mens,Utah,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0525,tennis,2024,36,Arizona,BYU,PlaySight,Big 12,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-04-05,Mens,BYU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0527,tennis,2024,38,Arizona,Texas Tech,ESPN+,Big 12,neutral,Tucson,AZ,0,0,0,0.001612,1612.0,0,2025-04-18,Mens,Texas Tech,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0528,tennis,2024,38,Arizona,Baylor,ESPN+,Big 12,neutral,Tucson,AZ,0,0,0,0.000945,945.0,0,2025-04-19,Mens,Baylor,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0529,tennis,2024,38,Arizona,UCF,ESPN+,Big 12,neutral,Tucson,AZ,0,0,0,0.001322,1322.0,0,2025-04-20,Mens,UCF,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0586,tennis,2024,25,Arizona,LMU,PlaySight,Non-Conference,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-01-17,Womens,LMU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0587,tennis,2024,25,Arizona,UC San Diego,PlaySight,Non-Conference,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-01-17,Womens,UC San Diego,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0588,tennis,2024,25,Arizona,Cal Poly,PlaySight,Non-Conference,home,Tucson,AZ,0,1,0,0.0001,100.0,0,2025-01-20,Womens,Cal Poly,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0589,tennis,2024,25,Arizona,Northern Arizona,PlaySight,Non-Conference,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-01-20,Womens,Northern Arizona,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0590,tennis,2024,26,Arizona,Georgia Tech,PlaySight,Big 12,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-01-24,Womens,Georgia Tech,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0591,tennis,2024,26,Arizona,Pepperdine,PlaySight,Big 12,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-01-25,Womens,Pepperdine,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0593,tennis,2024,27,Arizona,San Diego,PlaySight,Non-Conference,home,Tucson,AZ,0,1,0,0.0001,100.0,0,2025-02-01,Womens,San Diego,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0594,tennis,2024,29,Arizona,UC Santa Barbara,PlaySight,Non-Conference,home,Tucson,AZ,0,1,0,0.0001,100.0,0,2025-02-14,Womens,UC Santa Barbara,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0595,tennis,2024,29,Arizona,Texas Tech,PlaySight,Non-Conference,home,Tucson,AZ,0,1,0,0.0001,100.0,0,2025-02-16,Womens,Texas Tech,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0596,tennis,2024,30,Arizona,Colorado State,PlaySight,Non-Conference,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-02-22,Womens,Colorado State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0597,tennis,2024,30,Arizona,Buffalo,PlaySight,Non-Conference,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-02-22,Womens,Buffalo,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0598,tennis,2024,31,Arizona,BYU,PlaySight,Big 12,home,Tucson,AZ,0,1,0,0.0001,100.0,0,2025-02-27,Womens,BYU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0599,tennis,2024,31,Arizona,Utah,PlaySight,Big 12,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-03-01,Womens,Utah,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0602,tennis,2024,33,Arizona,Cincinnati,PlaySight,Big 12,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-03-14,Womens,Cincinnati,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0603,tennis,2024,33,Arizona,West Virginia,PlaySight,Big 12,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-03-16,Womens,West Virginia,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0604,tennis,2024,33,Arizona,Grand Canyon,PlaySight,Non-Conference,home,Tucson,AZ,0,0,0,0.0001,100.0,0,2025-03-16,Womens,Grand Canyon,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0606,tennis,2024,34,Arizona,Tulsa,PlaySight,Non-Conference,home,Tucson,AZ,0,1,0,0.0001,100.0,0,2025-03-23,Womens,Tulsa,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0608,tennis,2024,35,Arizona,Arizona State,PlaySight,Big 12,home,Tucson,AZ,0,1,0,0.0001,100.0,0,2025-03-29,Womens,Arizona State,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0609,tennis,2024,36,Arizona,Baylor,PlaySight,Big 12,home,Tucson,AZ,0,1,0,0.0001,100.0,0,2025-04-04,Womens,Baylor,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0610,tennis,2024,36,Arizona,TCU,PlaySight,Big 12,home,Tucson,AZ,0,1,0,0.0001,100.0,0,2025-04-06,Womens,TCU,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0613,tennis,2024,38,Arizona,Utah,ESPN+,Big 12,neutral,Tucson,AZ,0,0,0,0.000272,272.0,0,2025-04-17,Womens,Utah,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
AZ-tennis-2024-0614,tennis,2024,38,Arizona,Baylor,ESPN+,Big 12,neutral,Tucson,AZ,0,1,0,0.000493,493.0,0,2025-04-18,Womens,Baylor,Arizona Jersey Patch Valuation .xlsx:Valuation (24-25 Data)
NJ-mens_basketball-2024-0002,mens_basketball,2024,14,NJIT,Penn,ESPN+,Non-Conference,home,Newark,NJ,0,0,1,0.0015,1500.0,0,2024-11-04,Mens,Penn,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0003,mens_basketball,2024,15,Villanova,NJIT,FS1,Non-Conference,away,Unknown,ST,0,1,1,0.105,105000.0,0,2024-11-08,Mens,Villanova,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0004,mens_basketball,2024,15,NJIT,Loyola (Md.),ESPN+,Non-Conference,home,Newark,NJ,0,0,1,0.0015,1500.0,0,2024-11-12,Mens,Loyola (Md.),NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0005,mens_basketball,2024,16,Morgan State,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,0,0.0015,1500.0,0,2024-11-16,Mens,Morgan State,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0006,mens_basketball,2024,16,George Washington,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,1,0.0015,1500.0,0,2024-11-18,Mens,George Washington,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0007,mens_basketball,2024,17,Bucknell,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,1,0.0015,1500.0,0,2024-11-21,Mens,Bucknell,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0008,mens_basketball,2024,17,Cleveland State,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,1,0.0015,1500.0,0,2024-11-26,Mens,Cleveland State,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0009,mens_basketball,2024,17,NJIT,Morehead State,ESPN+,OVC,neutral,Newark,NJ,0,0,0,0.0015,1500.0,0,2024-11-27,Mens,Morehead State,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0010,mens_basketball,2024,18,UMass,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,0,0.0015,1500.0,0,2024-12-01,Mens,UMass,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0011,mens_basketball,2024,18,Seton Hall,NJIT,FS1,Non-Conference,away,Unknown,ST,0,0,1,0.075,75000.0,0,2024-12-04,Mens,Seton Hall,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0012,mens_basketball,2024,19,NJIT,Navy,ESPN+,Non-Conference,home,Newark,NJ,0,0,0,0.0015,1500.0,0,2024-12-07,Mens,Navy,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0013,mens_basketball,2024,19,Delaware State,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,1,0.0015,1500.0,0,2024-12-11,Mens,Delaware State,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0014,mens_basketball,2024,20,NJIT,Wagner,ESPN+,Non-Conference,home,Newark,NJ,0,0,0,0.0015,1500.0,0,2024-12-14,Mens,Wagner,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0015,mens_basketball,2024,22,Washington,NJIT,Pac-12 Network,Non-Conference,away,Unknown,ST,0,0,0,0.05,50000.0,0,2024-12-29,Mens,Washington,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0016,mens_basketball,2024,23,NJIT,Medgar Evers,ESPN+,Non-Conference,home,Newark,NJ,0,0,0,0.0015,1500.0,0,2025-01-04,Mens,Medgar Evers,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0017,mens_basketball,2024,24,NJIT,UMBC,ESPN+,America East,home,Newark,NJ,0,0,1,0.0015,1500.0,0,2025-01-09,Mens,UMBC,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0018,mens_basketball,2024,24,UMass Lowell,NJIT,ESPN+,America East,away,Unknown,ST,0,0,0,0.0015,1500.0,0,2025-01-11,Mens,UMass Lowell,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0019,mens_basketball,2024,25,NJIT,Maine,ESPN+,America East,home,Newark,NJ,0,0,0,0.0015,1500.0,0,2025-01-16,Mens,Maine,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0020,mens_basketball,2024,25,NJIT,New Hampshire,ESPN+,America East,home,Newark,NJ,0,0,0,0.0015,1500.0,0,2025-01-18,Mens,New Hampshire,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0021,mens_basketball,2024,26,Vermont,NJIT,ESPN+,America East,away,Unknown,ST,0,0,1,0.0015,1500.0,0,2025-01-23,Mens,Vermont,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0022,mens_basketball,2024,26,UAlbany,NJIT,ESPN+,America East,away,Unknown,ST,0,0,0,0.0015,1500.0,0,2025-01-25,Mens,UAlbany,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0023,mens_basketball,2024,27,NJIT,UMass Lowell,ESPN+,America East,home,Newark,NJ,0,0,1,0.0015,1500.0,0,2025-01-30,Mens,UMass Lowell,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0024,mens_basketball,2024,27,NJIT,Bryant,ESPN+,America East,home,Newark,NJ,0,0,0,0.0015,1500.0,0,2025-02-01,Mens,Bryant,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0025,mens_basketball,2024,28,Maine,NJIT,ESPN+,America East,away,Unknown,ST,0,0,1,0.0015,1500.0,0,2025-02-06,Mens,Maine,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0026,mens_basketball,2024,28,New Hampshire,NJIT,ESPN+,America East,away,Unknown,ST,0,0,0,0.0015,1500.0,0,2025-02-08,Mens,New Hampshire,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0027,mens_basketball,2024,29,Bryant,NJIT,ESPN+,America East,away,Unknown,ST,0,0,1,0.0015,1500.0,0,2025-02-13,Mens,Bryant,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0028,mens_basketball,2024,29,NJIT,Binghamton,ESPN+,America East,home,Newark,NJ,0,0,0,0.0015,1500.0,0,2025-02-15,Mens,Binghamton,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0029,mens_basketball,2024,30,UMBC,NJIT,ESPN+,America East,away,Unknown,ST,0,0,0,0.0015,1500.0,0,2025-02-22,Mens,UMBC,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0030,mens_basketball,2024,31,NJIT,Vermont,ESPN+,America East,home,Newark,NJ,0,0,1,0.0015,1500.0,0,2025-02-27,Mens,Vermont,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0031,mens_basketball,2024,31,NJIT,UAlbany,ESPN+,America East,home,Newark,NJ,0,0,0,0.0015,1500.0,0,2025-03-01,Mens,UAlbany,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-mens_basketball-2024-0032,mens_basketball,2024,31,Binghamton,NJIT,ESPN+,America East,away,Unknown,ST,0,0,1,0.0015,1500.0,0,2025-03-04,Mens,Binghamton,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0033,womens_basketball,2024,14,Saint Francis U,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,1,0.001,1000.0,0,2024-11-04,Womens,Saint Francis U,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0034,womens_basketball,2024,15,NJIT,Hofstra,ESPN+,Non-Conference,home,Newark,NJ,0,0,1,0.001,1000.0,0,2024-11-08,Womens,Hofstra,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0035,womens_basketball,2024,15,Rutgers,NJIT,BTN,Non-Conference,away,Unknown,ST,0,0,0,0.015,15000.0,0,2024-11-10,Womens,Rutgers,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0036,womens_basketball,2024,15,NJIT,Sacred Heart,ESPN+,Non-Conference,home,Newark,NJ,0,0,1,0.001,1000.0,0,2024-11-13,Womens,Sacred Heart,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0037,womens_basketball,2024,16,FGCU,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,0,0.001,1000.0,0,2024-11-17,Womens,FGCU,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0038,womens_basketball,2024,16,NJIT,Army West Point,ESPN+,Non-Conference,home,Newark,NJ,0,0,1,0.001,1000.0,0,2024-11-20,Womens,Army West Point,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0039,womens_basketball,2024,17,Merrimack,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,0,0.001,1000.0,0,2024-11-23,Womens,Merrimack,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0040,womens_basketball,2024,17,NJIT,Lafayette,ESPN+,Non-Conference,home,Newark,NJ,0,0,1,0.001,1000.0,0,2024-11-26,Womens,Lafayette,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0041,womens_basketball,2024,18,Saint Peter's,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,0,0.001,1000.0,0,2024-12-01,Womens,Saint Peter's,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0042,womens_basketball,2024,18,NJIT,Coppin State,ESPN+,Non-Conference,home,Newark,NJ,0,0,1,0.001,1000.0,0,2024-12-03,Womens,Coppin State,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0043,womens_basketball,2024,19,NJIT,Monmouth,ESPN+,Non-Conference,home,Newark,NJ,0,0,1,0.001,1000.0,0,2024-12-09,Womens,Monmouth,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0044,womens_basketball,2024,20,Wagner,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,1,0.001,1000.0,0,2024-12-12,Womens,Wagner,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0045,womens_basketball,2024,22,LIU,NJIT,ESPN+,Non-Conference,away,Unknown,ST,0,0,1,0.001,1000.0,0,2024-12-30,Womens,LIU,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0046,womens_basketball,2024,23,NJIT,Binghamton,ESPN+,America East,home,Newark,NJ,0,0,1,0.001,1000.0,0,2025-01-02,Womens,Binghamton,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0047,womens_basketball,2024,24,UMBC,NJIT,ESPN+,America East,away,Unknown,ST,0,0,1,0.001,1000.0,0,2025-01-09,Womens,UMBC,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0048,womens_basketball,2024,24,NJIT,UMass Lowell,ESPN+,America East,home,Newark,NJ,0,0,0,0.001,1000.0,0,2025-01-11,Womens,UMass Lowell,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0049,womens_basketball,2024,25,Maine,NJIT,ESPN+,America East,away,Unknown,ST,0,0,1,0.001,1000.0,0,2025-01-16,Womens,Maine,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0050,womens_basketball,2024,25,New Hampshire,NJIT,ESPN+,America East,away,Unknown,ST,0,0,1,0.001,1000.0,0,2025-01-18,Womens,New Hampshire,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0051,womens_basketball,2024,26,NJIT,Vermont,ESPN+,America East,home,Newark,NJ,0,0,1,0.001,1000.0,0,2025-01-23,Womens,Vermont,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0052,womens_basketball,2024,26,NJIT,UAlbany,ESPN+,America East,home,Newark,NJ,0,0,0,0.001,1000.0,0,2025-01-25,Womens,UAlbany,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0053,womens_basketball,2024,27,UMass Lowell,NJIT,ESPN+,America East,away,Unknown,ST,0,0,0,0.001,1000.0,0,2025-01-30,Womens,UMass Lowell,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0054,womens_basketball,2024,27,Bryant,NJIT,ESPN+,America East,away,Unknown,ST,0,0,0,0.001,1000.0,0,2025-02-01,Womens,Bryant,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0055,womens_basketball,2024,28,NJIT,Maine,ESPN+,America East,home,Newark,NJ,0,0,1,0.001,1000.0,0,2025-02-06,Womens,Maine,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0056,womens_basketball,2024,28,NJIT,New Hampshire,ESPN+,America East,home,Newark,NJ,0,0,0,0.001,1000.0,0,2025-02-08,Womens,New Hampshire,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0057,womens_basketball,2024,29,NJIT,Bryant,ESPN+,America East,home,Newark,NJ,0,0,1,0.001,1000.0,0,2025-02-13,Womens,Bryant,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0058,womens_basketball,2024,29,Binghamton,NJIT,ESPN+,America East,away,Unknown,ST,0,0,0,0.001,1000.0,0,2025-02-15,Womens,Binghamton,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0059,womens_basketball,2024,30,NJIT,UMBC,ESPN+,America East,home,Newark,NJ,0,0,0,0.001,1000.0,0,2025-02-22,Womens,UMBC,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0060,womens_basketball,2024,31,Vermont,NJIT,ESPN+,America East,away,Unknown,ST,0,0,1,0.001,1000.0,0,2025-02-27,Womens,Vermont,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0061,womens_basketball,2024,31,UAlbany,NJIT,ESPN+,America East,away,Unknown,ST,0,0,1,0.001,1000.0,0,2025-03-01,Womens,UAlbany,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
NJ-womens_basketball-2024-0062,womens_basketball,2024,32,NJIT,Maine,ESPN+,America East,neutral,Newark,NJ,0,1,1,0.0012,1200.0,0,2025-03-06,Womens,Maine,NJIT Jersey Patch Valuation 2024-25.xlsx:NJIT Jersey Patch Valuation
